                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.2583,                 1.4008,                  1.407,                0.68691,                0.67276,                0.73338,                   0.42,                 1.3916,                 1.2627,                 1.5635,               0.001502,               0.001502,               0.001502
                     22,                  1.215,                 1.3268,                  1.376,                 0.7909,                0.70977,                0.79095,                0.51304,                 1.1781,                 1.0417,                  1.363,              0.0014937,              0.0014937,              0.0014937
                     23,                 1.2256,                 1.3242,                  1.397,                0.78425,                0.70394,                0.79625,                0.49936,                 1.2308,                 1.0197,                  1.386,              0.0014855,              0.0014855,              0.0014855
                     24,                 1.1982,                 1.2936,                 1.3727,                0.77119,                 0.7624,                0.83561,                0.54362,                 1.1533,                0.98101,                 1.3376,              0.0014772,              0.0014772,              0.0014772
                     25,                 1.2017,                  1.241,                 1.3626,                0.78997,                0.74676,                0.82614,                0.53574,                 1.1775,                0.96293,                 1.3543,               0.001469,               0.001469,               0.001469
                     26,                 1.2089,                 1.2693,                 1.3645,                0.80334,                0.75048,                0.81237,                0.53855,                 1.1261,                0.95634,                 1.3174,              0.0014607,              0.0014607,              0.0014607
                     27,                 1.1812,                 1.2545,                 1.3615,                0.81474,                0.73164,                0.81576,                0.54112,                 1.1504,                0.95443,                 1.3329,              0.0014525,              0.0014525,              0.0014525
                     28,                 1.1583,                 1.2319,                 1.3442,                0.81737,                0.75156,                0.85637,                0.57417,                 1.1147,                0.88116,                 1.2859,              0.0014442,              0.0014442,              0.0014442
                     29,                 1.1744,                 1.2171,                  1.356,                0.74221,                0.73339,                0.81993,                0.52691,                 1.0926,                 1.0091,                 1.2797,               0.001436,               0.001436,               0.001436
                     30,                 1.1675,                 1.2254,                 1.3465,                0.80698,                0.74514,                0.83985,                0.54413,                 1.1489,                0.95283,                  1.334,              0.0014277,              0.0014277,              0.0014277
                     31,                 1.1488,                 1.2048,                 1.3338,                0.78697,                0.80706,                0.86372,                0.57357,                 1.1124,                0.87173,                 1.2911,              0.0014195,              0.0014195,              0.0014195
                     32,                 1.1255,                 1.1308,                 1.3139,                0.84272,                  0.806,                0.88975,                0.59446,                 1.0988,                0.81912,                 1.2931,              0.0014112,              0.0014112,              0.0014112
                     33,                 1.1029,                 1.1302,                 1.3119,                0.84372,                0.81505,                0.88174,                0.60206,                 1.0523,                 0.7988,                 1.2438,              0.0014029,              0.0014029,              0.0014029
                     34,                 1.1306,                  1.168,                 1.3189,                0.84194,                0.81556,                0.89371,                0.61278,                 1.0612,                 0.7899,                  1.243,              0.0013947,              0.0013947,              0.0013947
                     35,                 1.1234,                 1.1225,                 1.3117,                0.84527,                0.82969,                0.89894,                0.61245,                 1.0466,                0.80184,                 1.2426,              0.0013864,              0.0013864,              0.0013864
                     36,                 1.1047,                 1.1345,                 1.3072,                0.83573,                0.80931,                0.88114,                0.60151,                 1.0415,                0.79836,                 1.2293,              0.0013782,              0.0013782,              0.0013782
                     37,                 1.1124,                 1.1097,                 1.3141,                0.84485,                0.82593,                0.89841,                0.62742,                 1.0276,                0.78404,                 1.2478,              0.0013699,              0.0013699,              0.0013699
                     38,                 1.0895,                  1.093,                 1.2973,                0.87543,                0.86193,                0.91527,                0.64478,                0.99336,                0.72924,                 1.2102,              0.0013617,              0.0013617,              0.0013617
                     39,                 1.1003,                 1.0883,                 1.2979,                0.86314,                0.83164,                0.90502,                0.63048,                 1.0008,                0.73279,                 1.2062,              0.0013534,              0.0013534,              0.0013534
                     40,                 1.0974,                 1.1116,                 1.3035,                0.87615,                0.81426,                0.90552,                0.63169,                 1.0198,                0.75856,                 1.2183,              0.0013452,              0.0013452,              0.0013452
                     41,                 1.0825,                 1.0755,                 1.2946,                0.86966,                0.83193,                0.90568,                0.63692,                 1.0087,                0.73684,                 1.2043,              0.0013369,              0.0013369,              0.0013369
                     42,                 1.0519,                 1.0734,                 1.2659,                0.88507,                0.85801,                0.92405,                0.66109,                0.96985,                0.68066,                 1.1883,              0.0013287,              0.0013287,              0.0013287
                     43,                 1.0622,                 1.0412,                 1.2816,                 0.8478,                0.85405,                0.91229,                0.63483,                 1.0075,                0.75146,                 1.2143,              0.0013204,              0.0013204,              0.0013204
                     44,                 1.0716,                 1.0393,                   1.29,                0.88606,                  0.858,                0.92424,                0.65755,                0.94734,                0.69493,                 1.1721,              0.0013122,              0.0013122,              0.0013122
                     45,                 1.0344,                 1.0228,                  1.252,                 0.8742,                0.87609,                 0.9326,                0.66707,                0.96578,                0.66298,                 1.1776,              0.0013039,              0.0013039,              0.0013039
                     46,                 1.0527,                 1.0373,                 1.2757,                0.87543,                0.85641,                0.92219,                0.66642,                0.95684,                0.68088,                  1.168,              0.0012957,              0.0012957,              0.0012957
                     47,                 1.0109,                 1.0047,                  1.251,                0.91073,                0.87211,                0.93361,                0.67671,                0.92178,                0.62679,                 1.1573,              0.0012874,              0.0012874,              0.0012874
                     48,                 1.0359,                 1.0286,                 1.2681,                0.86002,                0.84728,                0.90659,                0.65832,                0.93279,                 0.6977,                 1.1589,              0.0012792,              0.0012792,              0.0012792
                     49,                  1.014,                 1.0021,                  1.256,                0.89882,                0.86799,                 0.9367,                0.69435,                0.88657,                0.61691,                 1.1326,              0.0012709,              0.0012709,              0.0012709
                     50,                 1.0188,                0.99103,                 1.2507,                0.85827,                0.84854,                0.92127,                0.66394,                0.93986,                0.70135,                 1.1719,              0.0012627,              0.0012627,              0.0012627
                     51,                 1.0131,                 0.9692,                 1.2531,                0.90585,                0.86699,                0.93911,                0.67709,                0.92808,                0.64176,                  1.144,              0.0012544,              0.0012544,              0.0012544
                     52,                 1.0213,                0.95341,                 1.2485,                0.91272,                0.88818,                0.94811,                0.69939,                0.89369,                0.60398,                 1.1315,              0.0012462,              0.0012462,              0.0012462
                     53,                0.99116,                0.94715,                 1.2315,                0.89166,                0.88983,                0.94418,                0.70177,                0.87237,                0.58861,                 1.1112,              0.0012379,              0.0012379,              0.0012379
                     54,                 1.0079,                0.94494,                 1.2536,                0.92088,                0.87631,                0.94101,                0.70835,                0.86352,                0.58834,                 1.1111,              0.0012297,              0.0012297,              0.0012297
                     55,                 1.0009,                0.96089,                 1.2233,                0.92073,                0.88468,                0.94913,                0.71051,                0.85496,                  0.604,                  1.106,              0.0012214,              0.0012214,              0.0012214
                     56,                0.96861,                0.95393,                 1.2245,                0.93892,                0.87548,                0.94988,                0.72514,                0.82723,                0.57572,                 1.0833,              0.0012132,              0.0012132,              0.0012132
                     57,                0.96622,                 0.9079,                   1.22,                0.92446,                0.88467,                0.94696,                0.72201,                0.83422,                0.57748,                 1.0891,              0.0012049,              0.0012049,              0.0012049
                     58,                0.96369,                0.91438,                 1.2014,                0.93655,                0.89793,                0.95228,                  0.726,                0.83472,                0.56052,                  1.088,              0.0011967,              0.0011967,              0.0011967
                     59,                0.95141,                0.90955,                 1.2068,                0.91007,                0.89748,                0.94867,                0.72902,                0.81839,                0.58352,                 1.0878,              0.0011884,              0.0011884,              0.0011884
                     60,                0.94439,                0.88129,                 1.2105,                0.93877,                0.90973,                0.95902,                0.73912,                 0.8075,                0.54434,                 1.0725,              0.0011802,              0.0011802,              0.0011802
                     61,                0.91946,                0.87468,                 1.1906,                0.92085,                0.88776,                0.94782,                0.71867,                0.86246,                0.62289,                 1.1178,              0.0011719,              0.0011719,              0.0011719
                     62,                0.93434,                0.88009,                 1.1899,                0.93177,                0.89572,                0.95462,                0.73682,                0.81786,                0.55145,                  1.077,              0.0011636,              0.0011636,              0.0011636
                     63,                0.94571,                 0.8972,                  1.216,                0.91731,                0.90065,                0.94566,                0.72397,                0.81046,                0.55702,                 1.0764,              0.0011554,              0.0011554,              0.0011554
                     64,                0.93761,                0.87903,                 1.2023,                 0.9336,                0.90388,                0.95755,                0.73485,                0.80475,                0.53548,                 1.0729,              0.0011471,              0.0011471,              0.0011471
                     65,                0.93318,                0.84276,                 1.1868,                0.94035,                0.91683,                0.96555,                0.75174,                0.78016,                0.50864,                 1.0532,              0.0011389,              0.0011389,              0.0011389
                     66,                0.92939,                0.88934,                 1.2014,                0.88829,                  0.915,                0.94954,                 0.7283,                0.78362,                0.56772,                 1.0591,              0.0011306,              0.0011306,              0.0011306
                     67,                0.89816,                0.82185,                 1.1685,                 0.9259,                0.89798,                0.95866,                0.75159,                0.76418,                0.52215,                 1.0375,              0.0011224,              0.0011224,              0.0011224
                     68,                0.92127,                0.87009,                 1.1973,                 0.9371,                0.90898,                 0.9582,                 0.7489,                0.77295,                0.51285,                 1.0389,              0.0011141,              0.0011141,              0.0011141
                     69,                0.91048,                 0.8546,                 1.1879,                0.94078,                0.91527,                 0.9628,                0.75822,                0.76365,                0.49804,                 1.0413,              0.0011059,              0.0011059,              0.0011059
                     70,                0.90265,                0.83449,                 1.1752,                0.94398,                0.91778,                 0.9663,                0.75589,                0.76912,                0.50074,                 1.0396,              0.0010976,              0.0010976,              0.0010976
                     71,                0.88628,                0.83642,                 1.1654,                0.94022,                0.90342,                0.95343,                0.76163,                0.72752,                0.51207,                 1.0154,              0.0010894,              0.0010894,              0.0010894
                     72,                0.87846,                 0.8277,                 1.1574,                0.95843,                0.92409,                0.96312,                 0.7614,                0.73617,                0.49006,                 1.0125,              0.0010811,              0.0010811,              0.0010811
                     73,                0.86737,                0.80988,                 1.1643,                0.95105,                0.91059,                0.96196,                0.76489,                0.73385,                0.49069,                 1.0221,              0.0010729,              0.0010729,              0.0010729
                     74,                0.86185,                0.79859,                 1.1554,                0.94879,                0.92542,                0.96748,                 0.7748,                0.71201,                0.45765,                0.99986,              0.0010646,              0.0010646,              0.0010646
                     75,                0.85596,                0.79413,                  1.145,                0.95266,                0.90898,                0.96567,                  0.775,                0.71325,                0.47586,                 1.0036,              0.0010564,              0.0010564,              0.0010564
                     76,                 0.8435,                 0.7914,                 1.1562,                0.94589,                0.92547,                 0.9646,                 0.7837,                0.70594,                0.46279,                0.99733,              0.0010481,              0.0010481,              0.0010481
                     77,                0.85658,                0.80206,                 1.1528,                0.95739,                0.93044,                0.97054,                0.78198,                0.70471,                0.45128,                0.99552,              0.0010399,              0.0010399,              0.0010399
                     78,                0.85058,                0.78148,                 1.1397,                0.96775,                0.93901,                0.97355,                0.77835,                0.69612,                0.44464,                0.99012,              0.0010316,              0.0010316,              0.0010316
                     79,                 0.8613,                0.81193,                 1.1626,                0.96045,                0.93408,                0.96869,                0.78322,                0.70099,                0.44762,                0.99458,              0.0010234,              0.0010234,              0.0010234
                     80,                0.83296,                0.76655,                 1.1298,                0.96837,                0.94429,                0.97453,                0.80046,                 0.6721,                0.42935,                0.97283,              0.0010151,              0.0010151,              0.0010151
                     81,                0.84215,                0.79432,                 1.1544,                0.96847,                0.92938,                0.97515,                0.79567,                0.67494,                0.42939,                0.97045,              0.0010069,              0.0010069,              0.0010069
                     82,                 0.8361,                0.78574,                  1.142,                0.96346,                0.93566,                 0.9753,                0.79316,                0.68432,                 0.4547,                0.98083,             0.00099862,             0.00099862,             0.00099862
                     83,                0.84263,                0.78021,                 1.1409,                0.95351,                0.94273,                 0.9723,                0.79153,                0.69872,                0.43966,                0.98749,             0.00099036,             0.00099036,             0.00099036
                     84,                0.84689,                0.76121,                 1.1427,                0.96699,                0.94223,                0.97605,                0.78475,                0.66774,                0.42397,                0.96097,             0.00098211,             0.00098211,             0.00098211
                     85,                0.83656,                0.78001,                 1.1449,                0.96799,                0.95006,                0.97765,                0.80908,                0.65223,                0.41963,                0.96406,             0.00097386,             0.00097386,             0.00097386
                     86,                0.80613,                0.76064,                 1.1219,                0.96831,                0.93942,                0.97381,                0.80565,                0.65825,                0.42273,                0.96794,             0.00096561,             0.00096561,             0.00096561
                     87,                0.82013,                  0.751,                 1.1339,                0.96901,                0.94819,                0.97873,                0.80875,                0.66012,                0.41157,                0.96672,             0.00095736,             0.00095736,             0.00095736
                     88,                0.79733,                0.73449,                 1.1168,                0.95554,                0.94274,                0.97717,                0.81266,                 0.6424,                0.41986,                0.95388,             0.00094911,             0.00094911,             0.00094911
                     89,                0.80137,                0.72798,                 1.1256,                0.96091,                0.94117,                0.97639,                0.81333,                 0.6465,                0.40544,                0.95449,             0.00094085,             0.00094085,             0.00094085
                     90,                0.80676,                0.73942,                 1.1238,                0.97761,                0.94066,                0.97864,                0.81841,                0.62589,                0.39715,                0.94861,              0.0009326,              0.0009326,              0.0009326
                     91,                0.78483,                0.73057,                 1.1095,                0.96675,                0.95585,                0.97686,                0.81548,                0.62898,                0.40259,                0.94721,             0.00092435,             0.00092435,             0.00092435
                     92,                0.77109,                0.72316,                 1.1033,                0.97179,                0.94602,                0.97745,                0.82504,                0.60796,                0.39802,                0.94075,              0.0009161,              0.0009161,              0.0009161
                     93,                0.76555,                0.68988,                 1.0878,                  0.971,                0.94508,                0.98128,                0.82618,                0.60742,                0.38909,                0.93485,             0.00090785,             0.00090785,             0.00090785
                     94,                0.78269,                0.72306,                 1.1168,                0.97724,                 0.9449,                0.97998,                0.82142,                0.59294,                0.39294,                0.92537,              0.0008996,              0.0008996,              0.0008996
                     95,                0.77116,                0.72984,                 1.1196,                0.97941,                0.95058,                0.97917,                0.82861,                 0.5973,                0.37994,                0.92702,             0.00089134,             0.00089134,             0.00089134
                     96,                0.76871,                0.71666,                 1.1037,                 0.9775,                0.93801,                0.97893,                0.82916,                0.60003,                0.39215,                0.93338,             0.00088309,             0.00088309,             0.00088309
                     97,                 0.7764,                0.70961,                 1.1029,                0.94381,                0.91456,                0.96438,                0.78947,                0.69821,                0.46241,                 1.0282,             0.00087484,             0.00087484,             0.00087484
                     98,                0.75395,                0.68616,                 1.0918,                0.97053,                0.95343,                0.97821,                 0.8318,                0.58256,                0.37811,                0.91693,             0.00086659,             0.00086659,             0.00086659
                     99,                0.74459,                0.68056,                 1.0785,                0.97066,                0.94822,                0.97564,                0.82725,                0.60345,                0.38458,                0.93021,             0.00085834,             0.00085834,             0.00085834
                    100,                0.76067,                0.68828,                 1.0892,                0.97439,                0.94823,                0.97733,                0.83688,                0.57827,                0.37437,                0.91891,             0.00085009,             0.00085009,             0.00085009
                    101,                0.73236,                 0.6872,                 1.0849,                0.97247,                0.95156,                0.98071,                0.83852,                0.56379,                 0.3755,                0.90356,             0.00084184,             0.00084184,             0.00084184
                    102,                0.75197,                0.68231,                 1.0864,                0.97493,                0.95352,                0.97772,                0.82684,                0.56493,                0.38054,                0.90816,             0.00083358,             0.00083358,             0.00083358
                    103,                0.73737,                0.67529,                 1.0811,                0.97198,                0.95516,                0.98013,                0.84016,                0.56996,                0.38704,                0.91685,             0.00082533,             0.00082533,             0.00082533
                    104,                0.72326,                 0.6871,                 1.0774,                0.98049,                0.94942,                0.97982,                0.83836,                0.56589,                0.35881,                0.90433,             0.00081708,             0.00081708,             0.00081708
                    105,                0.74167,                0.69211,                 1.0964,                0.96832,                0.96149,                0.98219,                0.83825,                0.56658,                0.38067,                0.90894,             0.00080883,             0.00080883,             0.00080883
                    106,                0.72573,                0.67255,                 1.0996,                0.97917,                0.95933,                0.98191,                0.85277,                0.54808,                0.35382,                0.90639,             0.00080058,             0.00080058,             0.00080058
                    107,                0.71323,                0.67649,                 1.0797,                0.97181,                 0.9588,                0.98271,                0.84968,                0.54116,                0.35361,                 0.8957,             0.00079233,             0.00079233,             0.00079233
                    108,                0.71662,                0.64801,                 1.0783,                0.98091,                0.95621,                0.98157,                0.85342,                0.53865,                0.33913,                0.89206,             0.00078407,             0.00078407,             0.00078407
                    109,                0.70866,                0.64009,                 1.0624,                0.98023,                0.96077,                 0.9817,                0.85037,                0.53954,                0.34326,                0.89471,             0.00077582,             0.00077582,             0.00077582
                    110,                0.70377,                0.65071,                 1.0757,                0.97457,                0.96173,                0.98134,                0.85296,                0.53762,                 0.3443,                0.89198,             0.00076757,             0.00076757,             0.00076757
                    111,                0.70142,                0.64344,                 1.0632,                0.96993,                0.96264,                 0.9801,                0.84708,                0.53286,                 0.3524,                0.88962,             0.00075932,             0.00075932,             0.00075932
                    112,                0.71909,                0.66143,                 1.0733,                0.98943,                0.96313,                0.98482,                0.85479,                0.54543,                0.35074,                0.89296,             0.00075107,             0.00075107,             0.00075107
                    113,                0.70317,                0.65281,                 1.0628,                0.98021,                0.96627,                 0.9809,                0.85898,                0.51604,                0.34081,                0.88182,             0.00074282,             0.00074282,             0.00074282
                    114,                0.70311,                0.66239,                 1.0748,                0.96977,                0.95868,                 0.9809,                0.85587,                0.52192,                0.35379,                0.88113,             0.00073456,             0.00073456,             0.00073456
                    115,                0.69262,                0.62707,                 1.0611,                0.98949,                0.96734,                0.98246,                0.86338,                 0.5081,                0.33403,                 0.8741,             0.00072631,             0.00072631,             0.00072631
                    116,                0.68013,                0.62299,                 1.0554,                0.98789,                0.96295,                0.98348,                0.86088,                0.51439,                0.32181,                0.87204,             0.00071806,             0.00071806,             0.00071806
                    117,                0.66825,                0.63383,                  1.053,                 0.9848,                0.95685,                0.98285,                 0.8625,                0.50702,                0.33646,                0.86975,             0.00070981,             0.00070981,             0.00070981
                    118,                0.68835,                0.63239,                  1.059,                0.99069,                0.96235,                0.98254,                0.86845,                 0.5009,                 0.3313,                0.86797,             0.00070156,             0.00070156,             0.00070156
                    119,                0.66318,                0.62534,                  1.056,                0.98332,                0.96004,                0.98345,                0.87191,                0.49697,                0.33154,                0.86847,             0.00069331,             0.00069331,             0.00069331
                    120,                0.66619,                0.62747,                 1.0618,                0.98912,                0.96137,                0.98356,                0.86513,                0.50237,                0.33698,                0.86627,             0.00068505,             0.00068505,             0.00068505
                    121,                 0.6689,                0.61641,                  1.045,                0.98401,                0.95988,                0.98307,                0.87561,                0.49495,                0.32164,                0.86787,              0.0006768,              0.0006768,              0.0006768
                    122,                0.67612,                0.61152,                 1.0611,                0.98823,                0.94978,                0.98262,                 0.8712,                0.49631,                0.33624,                 0.8696,             0.00066855,             0.00066855,             0.00066855
                    123,                0.67032,                0.62288,                 1.0525,                0.98649,                 0.9592,                0.98194,                0.87084,                0.48916,                0.32001,                0.86468,              0.0006603,              0.0006603,              0.0006603
                    124,                0.66346,                 0.6087,                 1.0471,                0.98692,                0.96326,                0.98422,                0.87264,                0.48344,                 0.3133,                0.85956,             0.00065205,             0.00065205,             0.00065205
                    125,                0.64457,                0.59579,                  1.032,                 0.9891,                0.95715,                0.98164,                 0.8757,                0.47445,                0.32511,                0.85729,              0.0006438,              0.0006438,              0.0006438
                    126,                0.66264,                 0.5924,                 1.0442,                0.98396,                0.96339,                0.98355,                0.87003,                0.48062,                0.31325,                0.85845,             0.00063554,             0.00063554,             0.00063554
                    127,                0.64824,                0.60617,                  1.042,                0.98622,                0.96172,                0.98354,                 0.8845,                0.47606,                0.30794,                0.85117,             0.00062729,             0.00062729,             0.00062729
                    128,                0.65375,                0.57602,                 1.0393,                0.98715,                0.96556,                 0.9839,                0.86922,                0.47825,                0.31133,                0.85755,             0.00061904,             0.00061904,             0.00061904
                    129,                0.63859,                0.60303,                 1.0434,                0.98936,                0.96618,                 0.9822,                0.87866,                0.45967,                 0.3142,                0.84608,             0.00061079,             0.00061079,             0.00061079
                    130,                0.63112,                0.58822,                  1.026,                0.98913,                0.96514,                0.98192,                0.88063,                0.47079,                0.31531,                0.84761,             0.00060254,             0.00060254,             0.00060254
                    131,                0.62534,                0.56814,                 1.0262,                0.98963,                0.96374,                0.98137,                0.88331,                 0.4646,                0.30511,                 0.8442,             0.00059429,             0.00059429,             0.00059429
                    132,                0.62664,                0.58086,                  1.033,                0.98875,                0.96389,                0.98215,                0.88923,                0.45811,                0.29802,                0.84027,             0.00058603,             0.00058603,             0.00058603
                    133,                0.63299,                0.58473,                 1.0306,                0.98387,                0.96379,                0.98136,                0.87933,                0.46168,                 0.3119,                0.84281,             0.00057778,             0.00057778,             0.00057778
                    134,                0.61314,                0.56606,                 1.0199,                 0.9833,                0.97166,                0.98344,                0.88922,                0.43819,                0.30252,                0.83197,             0.00056953,             0.00056953,             0.00056953
                    135,                 0.5976,                0.55914,                 1.0088,                0.98279,                0.96188,                0.98144,                0.88574,                0.44767,                0.29933,                0.83517,             0.00056128,             0.00056128,             0.00056128
                    136,                0.62216,                0.57298,                   1.03,                0.98404,                0.96987,                0.98524,                0.88621,                0.44603,                0.30118,                0.83836,             0.00055303,             0.00055303,             0.00055303
                    137,                0.61071,                0.56616,                 1.0176,                0.98719,                0.96977,                0.98359,                0.89424,                0.43835,                0.29397,                0.83234,             0.00054478,             0.00054478,             0.00054478
                    138,                0.61352,                0.57017,                 1.0258,                0.98635,                0.96468,                0.98363,                0.88992,                0.43823,                0.29531,                0.82992,             0.00053652,             0.00053652,             0.00053652
                    139,                0.59497,                0.56745,                 1.0145,                 0.9891,                0.96263,                 0.9826,                0.89332,                 0.4327,                0.28996,                0.83099,             0.00052827,             0.00052827,             0.00052827
                    140,                0.62267,                0.58066,                 1.0263,                0.98381,                0.96862,                0.98324,                0.89851,                0.43313,                0.29722,                0.82806,             0.00052002,             0.00052002,             0.00052002
                    141,                0.60083,                0.55548,                 1.0114,                0.98496,                0.96705,                0.98244,                0.89769,                0.42685,                0.28398,                0.82766,             0.00051177,             0.00051177,             0.00051177
                    142,                0.60604,                0.55767,                 1.0135,                0.98466,                 0.9647,                0.97934,                0.89436,                0.42766,                0.29279,                0.82668,             0.00050352,             0.00050352,             0.00050352
                    143,                0.59484,                0.55777,                 1.0132,                0.98837,                0.96892,                0.97953,                0.89734,                0.41181,                0.28528,                0.82168,             0.00049527,             0.00049527,             0.00049527
                    144,                0.59301,                0.55822,                 1.0228,                0.99244,                0.96312,                0.98463,                0.89681,                0.41408,                0.28478,                0.82264,             0.00048701,             0.00048701,             0.00048701
                    145,                0.60244,                0.54495,                 1.0168,                0.99274,                0.96812,                0.98319,                0.89503,                0.41643,                0.28326,                0.82371,             0.00047876,             0.00047876,             0.00047876
                    146,                0.57614,                0.54457,                 1.0021,                0.99433,                0.96673,                0.98365,                0.90572,                0.40288,                0.27688,                0.81452,             0.00047051,             0.00047051,             0.00047051
                    147,                0.57694,                0.53715,                0.99916,                0.99295,                0.96513,                0.98206,                    0.9,                0.40728,                0.28634,                0.81913,             0.00046226,             0.00046226,             0.00046226
                    148,                0.57715,                0.55277,                0.99781,                 0.9887,                0.96705,                0.98356,                0.90453,                0.41376,                0.27873,                0.81632,             0.00045401,             0.00045401,             0.00045401
                    149,                0.59141,                0.56395,                 1.0165,                0.99147,                0.96748,                 0.9831,                0.90315,                0.40631,                0.27838,                0.81436,             0.00044576,             0.00044576,             0.00044576
                    150,                0.59362,                0.55123,                  1.009,                0.99082,                0.96969,                 0.9845,                0.90012,                0.40453,                0.28786,                0.81542,              0.0004375,              0.0004375,              0.0004375
                    151,                0.57419,                0.53509,                0.99843,                0.98889,                0.96783,                0.98354,                0.90653,                0.39777,                 0.2752,                   0.81,             0.00042925,             0.00042925,             0.00042925
                    152,                0.56991,                0.52487,                 1.0061,                0.99183,                0.96947,                0.98555,                 0.9112,                0.38896,                0.26927,                0.80806,               0.000421,               0.000421,               0.000421
                    153,                0.56218,                0.52476,                 1.0019,                0.98854,                0.96652,                0.98235,                0.91075,                0.37957,                0.26789,                0.80327,             0.00041275,             0.00041275,             0.00041275
                    154,                0.57342,                0.53017,                 1.0049,                 0.9909,                0.96625,                0.98332,                0.90649,                0.38081,                0.27197,                0.80384,              0.0004045,              0.0004045,              0.0004045
                    155,                0.56073,                 0.5106,                0.99535,                0.98438,                0.97254,                0.98353,                0.91278,                0.38013,                0.26573,                0.80153,             0.00039625,             0.00039625,             0.00039625
                    156,                0.56665,                0.53702,                  1.007,                0.99021,                0.96861,                 0.9836,                0.91064,                0.38729,                   0.27,                0.80707,             0.00038799,             0.00038799,             0.00038799
